xpts
1.0000000000000000e+00,1.0173611111111112e+00
1.0063657407407407e+00,1.0283564814814816e+00
1.0173611111111112e+00,1.0347222222222223e+00
ypts
1.2207008762062123e-07,1.5000000061035182e+01
1.2206993993402193e-07,3.0000000000000377e+01
1.5000000061035182e+01,3.0000000000000306e+01
xEnd
1.0000000000000000e+00,1.0347222222222223e+00
yEnd
1.2207008762062123e-07,3.0000000000000306e+01
dydxEnd
-1.4388002797849883e-11,-1.0913936421275294e-11
d2ydx2End
0.0000000000000000e+00,0.0000000000000000e+00
