time	vel
3.481100895432206e-02	6.731146022678665e-02
3.548899331327179e-02	6.685422897410040e-02
3.585791335655886e-02	6.641645581633897e-02
3.642185056249771e-02	6.612487563286967e-02
3.681270553853688e-02	6.565583684704496e-02
3.739767522029908e-02	6.514189578084742e-02
3.799284012832876e-02	6.460466631223830e-02
3.852600250021678e-02	6.403116520293220e-02
3.910048217727695e-02	6.347809320562789e-02
3.963362038699819e-02	6.289947575750882e-02
4.022857895012369e-02	6.231855275543682e-02
4.082341380295533e-02	6.171143409864233e-02
4.133605343444535e-02	6.115649783915839e-02
4.182806461605774e-02	6.059774244718977e-02
4.232004861523254e-02	6.003323117405655e-02
4.281195106709448e-02	5.945145225742952e-02
4.330393506626928e-02	5.888694098429631e-02
4.378696568825498e-02	5.829694714670201e-02
4.416430452079140e-02	5.777145755716441e-02
4.453289837482710e-02	5.726461382542772e-02
4.490134725586219e-02	5.672707206081312e-02
4.526975989364714e-02	5.618185578797905e-02
4.563820877468223e-02	5.564431402336445e-02
4.601544923268253e-02	5.509799362580255e-02
4.648963520722960e-02	5.450554074840559e-02
4.687552226919449e-02	5.391974368501852e-02
4.735852182553721e-02	5.332317169752182e-02
4.785026118277347e-02	5.270685749390715e-02
4.834200054000974e-02	5.209054329029247e-02
4.883395735674692e-02	5.152027613599465e-02
4.932594135592171e-02	5.095576486286144e-02
4.981806126728457e-02	5.042003299555124e-02
5.031012681377220e-02	4.987278936591186e-02
5.080221954269744e-02	4.933130161743705e-02
5.129442100137313e-02	4.881283739362069e-02
5.180700324771707e-02	4.824574982945591e-02
5.240199660436271e-02	4.767219435527459e-02
5.299698996100834e-02	4.709863888109328e-02
5.353049060323110e-02	4.659676651516896e-02
5.410533271279279e-02	4.612043960005939e-02
5.485717650087761e-02	4.571631700566139e-02
5.529739737242603e-02	4.541333378961335e-02
5.597634217750476e-02	4.515947700474318e-02
5.671690050784020e-02	4.485951880568094e-02
5.745764005442641e-02	4.459793314771607e-02
5.819859706051352e-02	4.438239453906806e-02
5.893969903960122e-02	4.419755396329794e-02
5.968061980243818e-02	4.397434084643045e-02
6.042132310577422e-02	4.370508068024612e-02
6.116159149010846e-02	4.334372641542808e-02
6.190175114469224e-02	4.295934862595160e-02
6.264194704252618e-02	4.258264534469462e-02
6.338246912961147e-02	4.227501263741291e-02
6.412320867619767e-02	4.201342697944804e-02
6.486441938503583e-02	4.185160992833635e-02
6.560592003987520e-02	4.175118894298048e-02
6.634781937046623e-02	4.173518754803880e-02
6.709026234980953e-02	4.183430377638926e-02
6.783274157240297e-02	4.194109451295919e-02
6.857522079499642e-02	4.204788524952913e-02
6.931751880133911e-02	4.211630344500168e-02
7.005956310493075e-02	4.213100008293791e-02
7.080153492202208e-02	4.213034770443519e-02
7.154350673911342e-02	4.212969532593247e-02
7.228547855620475e-02	4.212904294742975e-02
7.302745037329608e-02	4.212839056892703e-02
7.376942219038742e-02	4.212773819042431e-02
7.451117654797784e-02	4.208103876260474e-02
7.525300339206857e-02	4.204968835122412e-02
7.599490272265960e-02	4.203368695628247e-02
7.673698326950137e-02	4.205605810243818e-02
7.747906381634316e-02	4.207842924859388e-02
7.822103563343449e-02	4.207777687009116e-02
7.896300745052583e-02	4.207712449158844e-02
7.970497926761716e-02	4.207647211308572e-02
8.044695108470849e-02	4.207581973458301e-02
8.118903163155028e-02	4.209819088073871e-02
8.193111217839207e-02	4.212056202689442e-02
8.267308399548340e-02	4.211990964839170e-02
8.341494708282428e-02	4.209623374523055e-02
8.415662895391440e-02	4.203418530097204e-02
8.489802087900332e-02	4.191074079095772e-02
8.563923158784148e-02	4.174892373984603e-02
8.638026108042889e-02	4.154873414763698e-02
8.712121808651599e-02	4.133319553898895e-02
8.786177641685143e-02	4.103323733992671e-02
8.860211728768598e-02	4.068723209154763e-02
8.934231318551991e-02	4.031052881029064e-02
9.008250908335384e-02	3.993382552903366e-02
9.082266873793762e-02	3.954944773955718e-02
9.156304585202231e-02	3.921111699939758e-02
9.230353169585746e-02	3.889580978389640e-02
9.304427124244366e-02	3.863422412593152e-02
9.378493830252956e-02	3.835728945152771e-02
9.452538790311454e-02	3.803430772780704e-02
9.526565628744878e-02	3.767295346298900e-02
9.600588842853286e-02	3.730392468995150e-02
9.674622929936741e-02	3.695791944157242e-02
9.748675138645269e-02	3.665028673429070e-02
9.822756341953919e-02	3.640405009276479e-02
9.896844793912599e-02	3.617316246767782e-02
9.970918748571218e-02	3.591157680971296e-02
1.004498545457981e-01	3.563464213530915e-02
1.011904491193837e-01	3.534235844446638e-02
1.019309712064690e-01	3.503472573718466e-02
1.026716382665549e-01	3.475779106278085e-02
1.034123053266408e-01	3.448085638837704e-02
1.041530448732270e-01	3.421927073041217e-02
1.048940018793141e-01	3.400373212176416e-02
1.056352850746525e-01	3.385726408709142e-02
1.063766407564913e-01	3.372614506885763e-02
1.071180326815802e-01	3.360270055884332e-02
1.078592796336685e-01	3.344855801595110e-02
1.086004903425067e-01	3.328674096483941e-02
1.093415923215944e-01	3.310190038906929e-02
1.100828030304325e-01	3.294008333795760e-02
1.108238687662701e-01	3.274756825396802e-02
1.115649345021077e-01	3.255505316997842e-02
1.123059277514449e-01	3.234718906954988e-02
1.130466672980311e-01	3.208560341158502e-02
1.137872981148669e-01	3.180099422896172e-02
1.145276027424513e-01	3.144731447236315e-02
1.152677261537849e-01	3.105526217466723e-02
1.160077770786182e-01	3.064786086053234e-02
1.167478280034516e-01	3.024045954639745e-02
1.174879876580353e-01	2.985608175692099e-02
1.182282922856197e-01	2.950240200032243e-02
1.189687056429545e-01	2.917174576838230e-02
1.197092639732900e-01	2.887178756932006e-02
1.204500760063765e-01	2.862555092779413e-02
1.211911417422141e-01	2.843303584380455e-02
1.219323886943024e-01	2.827889330091232e-02
1.226735994031406e-01	2.811707624980064e-02
1.234149188417292e-01	2.797828272334738e-02
1.241562382803178e-01	2.783948919689411e-02
1.248975939621565e-01	2.770837017866032e-02
1.256388046709947e-01	2.754655312754864e-02
1.263802328393338e-01	2.743078312575380e-02
1.271218422239236e-01	2.735338566505631e-02
1.278637777977648e-01	2.734505877833414e-02
1.286057496148561e-01	2.734440639983142e-02
1.293479026481982e-01	2.738212656242608e-02
1.300899107085396e-01	2.738914869214283e-02
1.308318825256310e-01	2.738849631364011e-02
1.315738543427223e-01	2.738784393513739e-02
1.323155362138125e-01	2.732579549087887e-02
1.330572180849026e-01	2.726374704662037e-02
1.337986462532417e-01	2.714797704482552e-02
1.345398207188296e-01	2.697848548549434e-02
1.352810676709180e-01	2.682434294260214e-02
1.360222783797561e-01	2.666252589149044e-02
1.367633441155937e-01	2.647001080750085e-02
1.375042286351805e-01	2.623912318241388e-02
1.382450769115172e-01	2.600056104910745e-02
1.389859976743541e-01	2.577734793223996e-02
1.397269184371910e-01	2.555413481537248e-02
1.404681291460292e-01	2.539231776426079e-02
1.412094123413677e-01	2.524584972958803e-02
1.419508405097067e-01	2.513007972779319e-02
1.426922324347957e-01	2.500663521777888e-02
1.434334793868839e-01	2.485249267488666e-02
1.441747625822224e-01	2.470602464021392e-02
1.449158283180600e-01	2.451350955622433e-02
1.456566765943967e-01	2.427494742291789e-02
1.463973074112324e-01	2.399033824029460e-02
1.471378294983177e-01	2.368270553301290e-02
1.478784603151534e-01	2.339809635038959e-02
1.486191998617397e-01	2.313651069242473e-02
1.493601931110769e-01	2.292864659199621e-02
1.501012226036643e-01	2.272845699978714e-02
1.508426870152535e-01	2.262036150621179e-02
1.515841514268427e-01	2.251226601263641e-02
1.523256520816821e-01	2.241184502728052e-02
1.530672252230217e-01	2.232677305836357e-02
1.538087258778612e-01	2.222635207300769e-02
1.545501178029500e-01	2.210290756299335e-02
1.552914372415387e-01	2.196411403654008e-02
1.560326117071267e-01	2.179462247720892e-02
1.567737499294645e-01	2.161745640965829e-02
1.575149606383027e-01	2.145563935854659e-02
1.582559538876400e-01	2.124777525811805e-02
1.589968021639766e-01	2.100921312481162e-02
1.596759861745063e-01	2.080600809418999e-02
