time	vel
1.034551056022264e-01	2.368284764466773e-02
1.042055546884365e-01	2.359553762799296e-02
1.049566928256608e-01	2.350055738555425e-02
1.057085200138993e-01	2.339790691735159e-02
1.064589691001094e-01	2.331059690067684e-02
1.072107962883480e-01	2.320794643247419e-02
1.079619344255723e-01	2.311296619003547e-02
1.087130725627966e-01	2.301798594759677e-02
1.094642107000210e-01	2.292300570515807e-02
1.102167269392738e-01	2.281268501119146e-02
1.109692431785266e-01	2.270236431722483e-02
1.117203813157509e-01	2.260738407478613e-02
1.124728975550038e-01	2.249706338081954e-02
1.132267918962851e-01	2.237140223532502e-02
1.139813752885807e-01	2.223807086406657e-02
1.147373367829048e-01	2.208939904128020e-02
1.154919201752004e-01	2.195606767002176e-02
1.162485707205388e-01	2.179972562147144e-02
1.170059103168914e-01	2.163571334715716e-02
1.177632499132440e-01	2.147170107284291e-02
1.185205895095967e-01	2.130768879852865e-02
1.192799962589920e-01	2.112066584692254e-02
1.200394030083874e-01	2.093364289531641e-02
1.207974316557543e-01	2.076196039523821e-02
1.215554603031212e-01	2.059027789515999e-02
1.223148670525166e-01	2.040325494355388e-02
1.230735847508977e-01	2.022390221771173e-02
1.238288571942076e-01	2.008290062068931e-02
1.245848186885317e-01	1.993422879790294e-02
1.253394020808273e-01	1.980089742664450e-02
1.260946745241371e-01	1.965989582962208e-02
1.268478798144042e-01	1.954190490989152e-02
1.276003960536570e-01	1.943158421592492e-02
1.283515341908814e-01	1.933660397348622e-02
1.291019832770914e-01	1.924929395681144e-02
1.298510542612730e-01	1.917732439166459e-02
1.305987471434260e-01	1.912069527804564e-02
1.313443728725363e-01	1.908707684171855e-02
1.320906876526608e-01	1.904578817962749e-02
1.328342462287283e-01	1.903518042059224e-02
1.335805610088529e-01	1.899389175850118e-02
1.343234305339061e-01	1.899095422522988e-02
1.350663000589594e-01	1.898801669195858e-02
1.358091695840126e-01	1.898507915868727e-02
1.365520391090659e-01	1.898214162541598e-02
1.372942195831049e-01	1.898687431790863e-02
1.380336438530869e-01	1.902228791345709e-02
1.387765133781401e-01	1.901935038018578e-02
1.395193829031934e-01	1.901641284691448e-02
1.402588071731753e-01	1.905182644246295e-02
1.410009876472143e-01	1.905655913495559e-02
1.417438571722676e-01	1.905362160168428e-02
1.424867266973208e-01	1.905068406841298e-02
1.432295962223741e-01	1.904774653514169e-02
1.439724657474274e-01	1.904480900187039e-02
1.447180914765376e-01	1.901119056554329e-02
1.454623391036194e-01	1.899291258074408e-02
1.462079648327297e-01	1.895929414441699e-02
1.469529015108257e-01	1.893334593385385e-02
1.477005943929788e-01	1.887671682023487e-02
1.484469091731033e-01	1.883542815814383e-02
1.491959801572848e-01	1.876345859299698e-02
1.499436730394378e-01	1.870682947937802e-02
1.506913659215909e-01	1.865020036575905e-02
1.514390588037439e-01	1.859357125214012e-02
1.521867516858970e-01	1.853694213852115e-02
1.529351336190643e-01	1.847264279913827e-02
1.536835155522316e-01	1.840834345975534e-02
1.544318974853989e-01	1.834404412037242e-02
1.551802794185662e-01	1.827974478098954e-02
1.559286613517335e-01	1.821544544160664e-02
1.566770432849008e-01	1.815114610222371e-02
1.574261142690823e-01	1.807917653707686e-02
1.581143819411323e-01	1.799517940514697e-02
