time        force
-1.460236394024150e-06	4.493877502591559e-03
1.532116530514834e-02	-4.121517222118953e-03
1.919371222208736e-02	4.797278119361543e-01
2.562459330134807e-02	1.572816969407135e+00
2.815664320857742e-02	2.504564607702930e+00
3.422210013023484e-02	4.081408178966573e+00
3.804791948256525e-02	5.138604725872560e+00
4.348328440020336e-02	6.446677186453023e+00
5.153977364510598e-02	7.593554151497701e+00
5.929070842456011e-02	8.489584407595785e+00
6.835731619502554e-02	9.242307063984821e+00
8.231827129914496e-02	9.941387936439561e+00
1.008563373803177e-01	1.047931712045034e+01
1.278820275017272e-01	1.087409933075541e+01
1.513407251716463e-01	1.103587892084880e+01
1.813244891682402e-01	1.113509468264044e+01
2.087061119106920e-01	1.116258363275785e+01
2.373939161075939e-01	1.116322613677121e+01
2.615192116913827e-01	1.114584932368239e+01
2.791216313030876e-01	1.116416068806339e+01
2.980309624874398e-01	1.114666705606304e+01
3.215042625212990e-01	1.112927564061027e+01
3.417307269330565e-01	1.095055730834625e+01
3.567572895457114e-01	1.057463405106994e+01
3.652726580774346e-01	1.009106216682653e+01
3.731316503500461e-01	9.661226981883026e+00
3.810037847502039e-01	9.070137891947979e+00
3.862723176598252e-01	8.425239090893323e+00
3.908873947831230e-01	7.798242788029342e+00
3.955010116700269e-01	7.189163585719978e+00
4.001263104480828e-01	6.436747578973686e+00
4.040908522578450e-01	5.791819573191149e+00
4.087059293811428e-01	5.164823270327170e+00
4.126587892997528e-01	4.663232068981563e+00
4.172665652410805e-01	4.125821268890661e+00
4.218714207096202e-01	3.624244669908993e+00
4.297537767645361e-01	2.907735876091635e+00
4.369724553783702e-01	2.334549284347263e+00
4.448358283601638e-01	1.850962797739912e+00
4.540017322054225e-01	1.385322616415060e+00
4.644672464413584e-01	9.734629414819338e-01
4.755730743360716e-01	7.049546733496737e-01
4.886319684077857e-01	4.723244134184714e-01
5.029846319246007e-01	3.651430620974594e-01
5.199438174047403e-01	2.759372207868207e-01
5.323331930897964e-01	2.582975651470711e-01
5.447240290112468e-01	2.227408089527021e-01
5.610282984686684e-01	1.693545663873568e-01
5.760241961170490e-01	1.696904207579806e-01
5.903695584518940e-01	1.520945722100517e-01
5.994989563873022e-01	1.343819047505974e-01
